InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
550890,22384,LUNCH BAG PINK POLKADOT,1,4/21/2011 12:00,1.65,14711,United Kingdom
546846,21888,BINGO SET,1,3/17/2011 12:47,3.75,13533,United Kingdom
568224,23238,SET OF 4 KNICK KNACK TINS LONDON ,1,9/26/2011 10:22,4.15,17377,United Kingdom
567477,23214,JINGLE BELL HEART ANTIQUE GOLD,5,9/20/2011 13:20,2.08,16327,United Kingdom
555383,21973,SET OF 36 MUSHROOM PAPER DOILIES,2,6/2/2011 15:13,1.45,12517,Germany
573335,23117,POPPY FIELDS CHOPPING BOARD,1,10/30/2011 11:35,4.95,15059,United Kingdom
572553,82583,HOT BATHS METAL SIGN,1,10/24/2011 17:09,4.13,NA,United Kingdom
552877,20717,STRAWBERRY SHOPPER BAG,10,5/12/2011 9:49,1.25,14883,United Kingdom
554505,23103,JINGLE BELL HEART DECORATION,24,5/24/2011 15:14,1.65,17521,United Kingdom
572295,22757,LARGE RED BABUSHKA NOTEBOOK ,1,10/23/2011 13:49,1.25,16686,United Kingdom
565806,22904,CALENDAR PAPER CUT DESIGN,6,9/7/2011 10:51,2.95,15594,United Kingdom
572306,20749,ASSORTED COLOUR MINI CASES,4,10/23/2011 15:11,7.95,17841,United Kingdom
560864,23287,RED VINTAGE SPOT BEAKER,8,7/21/2011 13:54,0.85,14407,United Kingdom
570871,23294,SET OF 6 SNACK LOAF BAKING CASES,1,10/12/2011 16:36,2.46,NA,United Kingdom
558066,DOT,DOTCOM POSTAGE,1,6/24/2011 15:45,150.77,NA,United Kingdom
576888,84988,SET OF 72 PINK HEART PAPER DOILIES,12,11/16/2011 17:16,1.45,14948,United Kingdom
563444,22729,ALARM CLOCK BAKELIKE ORANGE,1,8/16/2011 13:50,3.75,16033,United Kingdom
578065,21843,RED RETROSPOT CAKE STAND,1,11/22/2011 15:41,20.79,NA,United Kingdom
539475,22758,LARGE PURPLE BABUSHKA NOTEBOOK  ,1,12/19/2010 14:41,1.25,16686,United Kingdom
567887,23240,SET OF 4 KNICK KNACK TINS DOILY ,6,9/22/2011 15:28,4.15,15237,United Kingdom
552769,82600,NO SINGING METAL SIGN,1,5/11/2011 11:47,2.1,16241,United Kingdom
575668,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,1,11/10/2011 14:59,2.08,18283,United Kingdom
544801,21411,GINGHAM HEART  DOORSTOP RED,3,2/23/2011 13:48,4.25,16145,United Kingdom
559804,22815,CARD PSYCHEDELIC APPLES,12,7/12/2011 14:17,0.42,17405,United Kingdom
558063,22741,FUNKY DIVA PEN,48,6/24/2011 15:28,0.85,16395,United Kingdom
548312,22499,WOODEN UNION JACK BUNTING,3,3/30/2011 12:12,5.95,16059,United Kingdom
574738,22113,GREY HEART HOT WATER BOTTLE,3,11/6/2011 16:01,4.25,12748,United Kingdom
548712,84380,SET OF 3 BUTTERFLY COOKIE CUTTERS,2,4/3/2011 14:42,1.25,17050,United Kingdom
581256,23084,RABBIT NIGHT LIGHT,74,12/8/2011 11:21,4.96,NA,United Kingdom
554089,82482,WOODEN PICTURE FRAME WHITE FINISH,6,5/22/2011 12:16,2.55,13527,United Kingdom
569566,22726,ALARM CLOCK BAKELIKE GREEN,20,10/5/2011 9:55,3.75,14739,United Kingdom
573001,72760B,VINTAGE CREAM 3 BASKET CAKE STAND,2,10/27/2011 12:08,9.95,12841,United Kingdom
558996,21791,VINTAGE HEADS AND TAILS CARD GAME ,12,7/5/2011 12:11,1.25,13085,United Kingdom
545713,21155,RED RETROSPOT PEG BAG,11,3/7/2011 10:12,4.96,NA,United Kingdom
538154,21189,WHITE HONEYCOMB PAPER GARLAND ,3,12/9/2010 16:35,3.36,NA,United Kingdom
564172,23176,ABC TREASURE BOOK BOX ,3,8/23/2011 14:19,2.25,16033,United Kingdom
550033,23204,CHARLOTTE BAG APPLES DESIGN,6,4/14/2011 11:45,0.85,15005,United Kingdom
574481,22748,POPPY'S PLAYHOUSE KITCHEN,1,11/4/2011 12:45,2.1,18022,United Kingdom
581241,21908,CHOCOLATE THIS WAY METAL SIGN,12,12/8/2011 10:58,2.1,15520,United Kingdom
580730,22941,CHRISTMAS LIGHTS 10 REINDEER,4,12/5/2011 17:28,16.63,NA,United Kingdom
564629,22427,ENAMEL FLOWER JUG CREAM,96,8/26/2011 11:48,5.45,14866,United Kingdom
548211,21390,FILIGRIS HEART WITH BUTTERFLY,144,3/30/2011 9:06,1.25,14646,Netherlands
554070,22315,200 RED + WHITE BENDY STRAWS,1,5/22/2011 11:06,1.25,13555,United Kingdom
544463,22861,EASTER TIN CHICKS IN GARDEN,5,2/20/2011 14:31,1.65,12988,United Kingdom
554603,22999,TRAVEL CARD WALLET RETRO PETALS,1,5/25/2011 11:14,0.42,14593,United Kingdom
568069,23126,FELTCRAFT GIRL AMELIE KIT,4,9/23/2011 14:05,4.95,13336,United Kingdom
552277,22488,NATURAL SLATE RECTANGLE CHALKBOARD,2,5/8/2011 12:34,1.65,13642,United Kingdom
564428,23296,SET OF 6 TEA TIME BAKING CASES,8,8/25/2011 11:27,1.25,17844,Canada
544469,21907,I'M ON HOLIDAY METAL SIGN,12,2/21/2011 8:35,2.1,NA,EIRE
539958,17012A,ORIGAMI VANILLA INCENSE/CANDLE SET ,1,12/23/2010 13:26,2.51,NA,United Kingdom
539570,21181,PLEASE ONE PERSON METAL SIGN,12,12/20/2010 12:05,2.1,15078,United Kingdom
536528,21587,COSY HOUR GIANT TUBE MATCHES,1,12/1/2010 13:17,2.55,15525,United Kingdom
563256,22130,PARTY CONE CHRISTMAS DECORATION ,12,8/15/2011 12:07,0.85,18143,United Kingdom
575593,23439,HAND WARMER RED LOVE HEART,12,11/10/2011 12:12,2.1,14226,United Kingdom
576615,23558,LANDMARK FRAME LONDON BRIDGE ,1,11/15/2011 16:42,12.5,17231,United Kingdom
544115,22544,MINI JIGSAW SPACEBOY,24,2/16/2011 11:45,0.42,12727,France
575576,23194,GYMKHANA TREASURE BOOK BOX,8,11/10/2011 11:45,2.25,16025,United Kingdom
565218,22963,JAM JAR WITH GREEN LID,24,9/1/2011 17:45,0.85,12739,United Arab Emirates
543200,21700,BIG DOUGHNUT FRIDGE MAGNETS,1,2/4/2011 13:03,8.29,NA,United Kingdom
579792,23477,WOODLAND LARGE BLUE FELT HEART,12,11/30/2011 15:43,1.25,12714,France
568528,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,12,9/27/2011 13:32,0.85,13979,United Kingdom
569255,23321,SMALL WHITE HEART OF WICKER,80,10/3/2011 11:01,1.12,18102,United Kingdom
578251,21889,WOODEN BOX OF DOMINOES,3,11/23/2011 12:45,1.25,15993,United Kingdom
578020,22296,HEART IVORY TRELLIS LARGE,12,11/22/2011 13:20,1.65,16979,United Kingdom
560772,84659A,WHITE TRAVEL ALARM CLOCK,4,7/20/2011 16:12,2.46,NA,United Kingdom
560239,22224,WHITE LOVEBIRD LANTERN,6,7/17/2011 11:50,2.95,13507,United Kingdom
549262,21918,SET 12 KIDS COLOUR  CHALK STICKS,1,4/7/2011 12:38,0.42,14465,United Kingdom
566951,23337,EGG FRYING PAN MINT ,1,9/15/2011 16:36,2.08,17293,United Kingdom
578833,21843,RED RETROSPOT CAKE STAND,2,11/25/2011 15:23,20.79,NA,United Kingdom
579171,22028,PENNY FARTHING BIRTHDAY CARD,12,11/28/2011 14:30,0.42,13030,United Kingdom
541422,22378,WALL TIDY RETROSPOT ,4,1/17/2011 17:48,1.63,NA,United Kingdom
568311,82482,WOODEN PICTURE FRAME WHITE FINISH,3,9/26/2011 12:53,2.95,17287,United Kingdom
572076,22285,HANGING HEN ON NEST DECORATION,12,10/20/2011 14:01,1.65,13761,United Kingdom
559038,22384,LUNCH BAG PINK POLKADOT,3,7/5/2011 15:31,4.96,NA,United Kingdom
569216,22558,CLOTHES PEGS RETROSPOT PACK 24 ,3,10/2/2011 12:41,1.65,15555,United Kingdom
566590,22713,CARD I LOVE LONDON ,12,9/13/2011 14:51,0.42,14032,United Kingdom
538659,22082,RIBBON REEL STRIPES DESIGN ,10,12/13/2010 15:36,1.65,14625,United Kingdom
570258,21156,RETROSPOT CHILDRENS APRON,1,10/10/2011 9:56,4.13,NA,United Kingdom
562553,90085,CRYSTAL STILETTO PHONE CHARM,1,8/5/2011 16:34,1.63,NA,United Kingdom
581217,23559,WOODLAND BUNNIES LOLLY MAKERS,3,12/8/2011 9:20,4.13,NA,United Kingdom
541422,84748,FOLK FELT HANGING MULTICOL GARLAND,2,1/17/2011 17:48,2.46,NA,United Kingdom
560827,22692,DOORMAT WELCOME TO OUR HOME,2,7/21/2011 11:42,7.95,14517,United Kingdom
575947,23171,REGENCY TEA PLATE GREEN ,1,11/13/2011 11:50,3.29,NA,United Kingdom
557897,23301,GARDENERS KNEELING PAD KEEP CALM ,12,6/23/2011 14:25,1.65,13881,United Kingdom
546396,22149,FELTCRAFT 6 FLOWER FRIENDS,4,3/11/2011 14:35,2.1,13226,United Kingdom
536846,21912,VINTAGE SNAKES & LADDERS,1,12/2/2010 19:59,3.75,14573,United Kingdom
577733,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,3,11/21/2011 13:10,2.95,15163,United Kingdom
577358,84692,BOX OF 24 COCKTAIL PARASOLS,5,11/18/2011 15:59,0.83,NA,United Kingdom
547795,84840,SWEETHEART CARRY-ALL BASKET,1,3/25/2011 12:21,8.5,14536,United Kingdom
550272,23230,WRAP ALPHABET DESIGN,200,4/15/2011 12:14,0.34,18079,United Kingdom
550956,21086,SET/6 RED SPOTTY PAPER CUPS,2,4/21/2011 16:37,0.65,17179,United Kingdom
551340,90071,RUBY GLASS CLUSTER EARRINGS,1,4/27/2011 17:23,1.23,NA,United Kingdom
538177,22630,DOLLY GIRL LUNCH BOX,7,12/10/2010 9:51,4.21,NA,United Kingdom
560278,23300,GARDENERS KNEELING PAD CUP OF TEA ,1,7/17/2011 15:45,1.65,13610,United Kingdom
580632,21899,GARAGE KEY FOB,6,12/5/2011 12:16,0.65,16360,United Kingdom
550996,21224,SET/4 SKULL BADGES,20,4/26/2011 8:57,1.25,16681,United Kingdom
536945,85014B,RED RETROSPOT UMBRELLA,2,12/3/2010 12:24,5.95,14083,United Kingdom
543358,21094,SET/6 RED SPOTTY PAPER PLATES,3,2/7/2011 14:04,1.63,NA,United Kingdom
572192,85035A,GARDENIA 3 WICK MORRIS BOXED CANDLE,12,10/21/2011 11:30,1.25,18118,United Kingdom
577698,21481,FAWN BLUE HOT WATER BOTTLE,2,11/21/2011 12:05,3.75,14963,United Kingdom
579471,22474,SPACEBOY TV DINNER TRAY,1,11/29/2011 15:08,10.79,NA,United Kingdom
580635,23351,ROLL WRAP 50'S CHRISTMAS,1,12/5/2011 12:30,1.25,14649,United Kingdom
565133,47566,PARTY BUNTING,8,9/1/2011 12:46,4.95,13458,United Kingdom
559816,21865,PINK UNION JACK  PASSPORT COVER ,2,7/12/2011 16:11,0.83,NA,United Kingdom
558475,21918,SET 12 KIDS COLOUR  CHALK STICKS,1,6/29/2011 15:58,0.83,NA,United Kingdom
556959,22178,VICTORIAN GLASS HANGING T-LIGHT,12,6/16/2011 9:17,1.25,16739,United Kingdom
568492,23355,HOT WATER BOTTLE KEEP CALM,4,9/27/2011 11:58,4.95,18278,United Kingdom
566580,23377,PACK OF 12 DOLLY GIRL TISSUES,24,9/13/2011 13:46,0.39,12822,United Kingdom
579541,22173,METAL 4 HOOK HANGER FRENCH CHATEAU,3,11/30/2011 10:12,3.29,14653,United Kingdom
550204,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,2,4/15/2011 10:37,4.13,NA,United Kingdom
569106,21913,VINTAGE SEASIDE JIGSAW PUZZLES,2,9/30/2011 12:36,3.75,17376,United Kingdom
565407,22566,FELTCRAFT HAIRBAND PINK AND PURPLE,5,9/4/2011 11:00,0.85,16983,United Kingdom
539105,47503A,ASS FLORAL PRINT MULTI SCREWDRIVER,24,12/16/2010 10:43,0.42,14825,United Kingdom
562553,21172,PARTY METAL SIGN ,2,8/5/2011 16:34,4.13,NA,United Kingdom
566171,85099F,JUMBO BAG STRAWBERRY,1,9/9/2011 12:22,2.08,18118,United Kingdom
577601,22619,SET OF 6 SOLDIER SKITTLES,8,11/21/2011 8:31,3.75,17675,United Kingdom
547199,85170D,SET/6 PINK BIRD T-LIGHT CANDLES,1,3/21/2011 12:53,2.1,14606,United Kingdom
537642,22144,CHRISTMAS CRAFT LITTLE FRIENDS,3,12/7/2010 15:33,4.21,NA,United Kingdom
577785,22579,WOODEN TREE CHRISTMAS SCANDINAVIAN,10,11/21/2011 16:25,0.29,16369,United Kingdom
568221,21668,RED STRIPE CERAMIC DRAWER KNOB,12,9/26/2011 10:05,1.45,14911,EIRE
565141,21927,BLUE/CREAM STRIPE CUSHION COVER ,2,9/1/2011 13:40,1.25,17841,United Kingdom
566163,23241,TREASURE TIN GYMKHANA DESIGN,6,9/9/2011 11:48,2.08,12637,France
580396,23013,GLASS APOTHECARY BOTTLE TONIC,1,12/4/2011 11:00,3.95,13838,United Kingdom
578290,82580,BATHROOM METAL SIGN,12,11/23/2011 14:07,0.55,13644,United Kingdom
572103,21027,NINJA RABBIT PINK,1,10/20/2011 15:57,1.25,17571,United Kingdom
546992,22741,FUNKY DIVA PEN,576,3/18/2011 13:18,0.72,16684,United Kingdom
565286,21253,SET OF PICTURE FRAME  STICKERS,1,9/2/2011 11:39,5.79,NA,United Kingdom
562392,22629,SPACEBOY LUNCH BOX ,12,8/4/2011 16:07,1.95,15205,United Kingdom
569406,21494,ROTATING LEAVES T-LIGHT HOLDER,36,10/4/2011 9:09,1.25,16253,United Kingdom
556462,79321,CHILLI LIGHTS,4,6/12/2011 10:46,5.75,14450,United Kingdom
562256,22852,DOG BOWL VINTAGE CREAM,4,8/3/2011 15:14,4.25,15152,United Kingdom
544634,22326,ROUND SNACK BOXES SET OF4 WOODLAND ,2,2/22/2011 11:02,2.95,17994,United Kingdom
557762,23199,JUMBO BAG APPLES,10,6/22/2011 14:01,2.08,15810,United Kingdom
572225,22186,RED STAR CARD HOLDER,12,10/21/2011 13:50,1.95,13157,United Kingdom
541839,22037,ROBOT BIRTHDAY CARD,12,1/23/2011 11:15,0.42,17769,United Kingdom
563023,22470,HEART OF WICKER LARGE,6,8/11/2011 13:39,2.95,14639,United Kingdom
537638,22336,DOVE DECORATION PAINTED ZINC ,2,12/7/2010 15:28,1.28,NA,United Kingdom
581492,23644,SET 10 CARDS CHRISTMAS TREE 16955,1,12/9/2011 10:03,3.33,NA,United Kingdom
558682,22055,MINI CAKE STAND  HANGING STRAWBERY,3,7/1/2011 11:20,3.29,NA,United Kingdom
564136,47504K,ENGLISH ROSE GARDEN SECATEURS,12,8/23/2011 11:16,0.79,14404,United Kingdom
573601,22379,RECYCLING BAG RETROSPOT ,2,10/31/2011 15:24,4.96,NA,United Kingdom
538349,22757,LARGE RED BABUSHKA NOTEBOOK ,4,12/10/2010 14:59,2.51,NA,United Kingdom
574901,23415,HOME SWEET HOME HOOK,12,11/7/2011 15:15,1.65,17158,United Kingdom
548496,22434,BALLOON PUMP WITH 10 BALLOONS,72,3/31/2011 13:40,1.95,12678,France
539261,22466,FAIRY TALE COTTAGE NIGHTLIGHT,12,12/16/2010 14:34,1.95,15620,United Kingdom
576787,22735,RIBBON REEL SOCKS AND MITTENS,10,11/16/2011 13:54,1.65,13815,Germany
560360,21819,GLITTER CHRISTMAS STAR ,48,7/18/2011 11:55,0.85,12744,Singapore
561719,23016,GLASS TWIST BON BON JAR,2,7/29/2011 12:09,7.85,17519,United Kingdom
550626,85199L,LARGE HANGING IVORY & RED WOOD BIRD,5,4/19/2011 14:23,0.65,13184,United Kingdom
560772,20666,ECONOMY HOLIDAY PURSE,5,7/20/2011 16:12,0.83,NA,United Kingdom
576228,22466,FAIRY TALE COTTAGE NIGHT LIGHT,4,11/14/2011 13:12,1.95,15033,United Kingdom
553671,23169,CLASSIC GLASS COOKIE JAR,6,5/18/2011 12:37,4.15,13659,United Kingdom
568166,23121,PACK OF 6 COCKTAIL PARASOL STRAWS,3,9/25/2011 12:45,0.42,14800,United Kingdom
575668,20723,STRAWBERRY CHARLOTTE BAG,1,11/10/2011 14:59,0.85,18283,United Kingdom
581427,22113,GREY HEART HOT WATER BOTTLE,4,12/8/2011 15:36,4.25,13890,United Kingdom
547510,85099F,JUMBO BAG STRAWBERRY,10,3/23/2011 13:42,1.95,15245,United Kingdom
577127,22835,HOT WATER BOTTLE I AM SO POORLY,4,11/17/2011 19:27,4.95,16871,United Kingdom
575607,21154,RED RETROSPOT OVEN GLOVE ,8,11/10/2011 12:37,2.46,14096,United Kingdom
544657,22970,LONDON BUS COFFEE MUG,6,2/22/2011 13:08,2.55,14895,United Kingdom
569741,21985,PACK OF 12 HEARTS DESIGN TISSUES ,24,10/6/2011 10:52,0.39,14626,United Kingdom
559499,21934,SKULL SHOULDER BAG,1,7/8/2011 14:22,3.29,NA,United Kingdom
568224,82494L,WOODEN FRAME ANTIQUE WHITE ,1,9/26/2011 10:22,2.95,17377,United Kingdom
537692,21870,I CAN ONLY PLEASE ONE PERSON MUG,6,12/8/2010 10:40,1.25,14796,United Kingdom
546314,22931,BAKING MOULD HEART WHITE CHOCOLATE,1,3/10/2011 19:05,2.55,16808,United Kingdom
572317,23569,TRADTIONAL ALPHABET STAMP SET,1,10/23/2011 16:13,4.95,14629,United Kingdom
564561,23355,HOT WATER BOTTLE KEEP CALM,48,8/26/2011 9:55,4.15,13340,United Kingdom
573305,22804,PINK HANGING HEART T-LIGHT HOLDER,5,10/28/2011 16:13,2.95,17837,United Kingdom
565631,20727,LUNCH BAG  BLACK SKULL.,30,9/5/2011 15:49,1.65,14680,United Kingdom
574059,23507,MINI PLAYING CARDS BUFFALO BILL ,1,11/2/2011 14:13,0.42,14646,Netherlands
546430,22318,FIVE HEART HANGING DECORATION,4,3/13/2011 15:55,2.95,15918,United Kingdom
544457,22663,JUMBO BAG DOLLY GIRL DESIGN,10,2/20/2011 13:46,1.95,14667,United Kingdom
542778,84945,MULTI COLOUR SILVER T-LIGHT HOLDER,12,2/1/2011 9:01,0.85,14496,United Kingdom
580648,23266,SET OF 3 WOODEN STOCKING DECORATION,12,12/5/2011 13:15,1.25,12628,Germany
552000,22333,RETROSPOT PARTY BAG + STICKER SET,2,5/5/2011 15:56,3.29,NA,United Kingdom
572549,22418,10 COLOUR SPACEBOY PEN,1,10/24/2011 17:03,1.63,NA,United Kingdom
C581316,23020,GLASS  SONGBIRD STORAGE JAR,-1,12/8/2011 11:46,12.5,12523,France
548516,84978,HANGING HEART JAR T-LIGHT HOLDER,4,3/31/2011 16:28,2.46,NA,United Kingdom
545797,47566,PARTY BUNTING,1,3/7/2011 12:17,4.95,16225,United Kingdom
563076,23245,SET OF 3 REGENCY CAKE TINS,32,8/11/2011 16:12,4.15,14646,Netherlands
561484,77081,,-39,7/27/2011 13:41,0,NA,United Kingdom
563855,22386,JUMBO BAG PINK POLKADOT,10,8/19/2011 15:29,2.08,14709,United Kingdom
546625,22752,SET 7 BABUSHKA NESTING BOXES,1,3/15/2011 11:45,8.5,17542,United Kingdom
551525,21928,JUMBO BAG SCANDINAVIAN BLUE PAISLEY,10,5/1/2011 12:37,2.08,14667,United Kingdom
568828,23504,PLAYING CARDS JUBILEE UNION JACK,12,9/29/2011 11:31,1.25,15175,United Kingdom
551718,47566,PARTY BUNTING,1,5/3/2011 16:06,10.79,NA,United Kingdom
572703,23515,EMBROIDERED RIBBON REEL DAISY ,1,10/25/2011 14:35,2.08,16110,United Kingdom
547097,22423,REGENCY CAKESTAND 3 TIER,1,3/21/2011 9:33,12.75,13021,United Kingdom
565234,22699,ROSES REGENCY TEACUP AND SAUCER ,9,9/2/2011 9:38,5.79,NA,United Kingdom
569246,22494,EMERGENCY FIRST AID TIN ,4,10/3/2011 9:57,2.46,14096,United Kingdom
575739,21871,SAVE THE PLANET MUG,1,11/11/2011 9:05,3.29,NA,United Kingdom
578147,23096,PETIT TRAY CHIC,2,11/23/2011 11:09,1.65,12748,United Kingdom
574305,21803,CHRISTMAS TREE STAR DECORATION,36,11/3/2011 16:30,0.42,18081,United Kingdom
564901,22268,DECORATION SITTING BUNNY,48,8/31/2011 11:40,0.19,15690,United Kingdom
541975,20725,LUNCH BAG RED RETROSPOT,10,1/24/2011 14:24,1.65,NA,Hong Kong
569122,21094,SET/6 RED SPOTTY PAPER PLATES,24,9/30/2011 13:06,0.85,12694,France
538634,22798,ANTIQUE GLASS DRESSING TABLE POT,4,12/13/2010 13:28,2.95,14085,United Kingdom
540798,20681,PINK POLKADOT CHILDRENS UMBRELLA,3,1/11/2011 12:11,3.25,17365,United Kingdom
559133,22619,SET OF 6 SOLDIER SKITTLES,3,7/6/2011 13:13,3.75,17861,United Kingdom
C553905,23064,CINDERELLA CHANDELIER ,-1,5/19/2011 18:11,49.95,15622,United Kingdom
548708,22428,ENAMEL FIRE BUCKET CREAM,2,4/3/2011 12:41,6.95,13269,United Kingdom
563739,84732D,CUTE RABBIT CEATURE SCREEN ,9,8/18/2011 20:05,0.39,17750,United Kingdom
572854,21098,CHRISTMAS TOILET ROLL,10,10/26/2011 12:28,1.06,14096,United Kingdom
569544,23399,HOME SWEET HOME HANGING HEART,1,10/4/2011 16:33,2.08,NA,United Kingdom
567148,85053,FRENCH ENAMEL CANDLEHOLDER,6,9/16/2011 15:23,2.1,18225,United Kingdom
C563224,23298,SPOTTY BUNTING,-1,8/14/2011 14:33,4.95,12409,Switzerland
541221,21452,TOADSTOOL MONEY BOX,1,1/14/2011 14:28,4.96,NA,United Kingdom
551734,23256,CHILDRENS CUTLERY SPACEBOY ,4,5/4/2011 10:15,4.15,18178,United Kingdom
576399,23192,BUNDLE OF 3 ALPHABET EXERCISE BOOKS,12,11/15/2011 10:50,1.65,12684,France
581175,23081,GREEN METAL BOX ARMY SUPPLIES,16,12/7/2011 15:16,7.5,14646,Netherlands
574738,22624,IVORY KITCHEN SCALES,1,11/6/2011 16:01,8.5,12748,United Kingdom
538625,22418,10 COLOUR SPACEBOY PEN,12,12/13/2010 12:50,0.85,14544,United Kingdom
571229,23264,SET OF 3 WOODEN SLEIGH DECORATIONS,2,10/14/2011 14:04,1.25,15453,United Kingdom
557604,23201,JUMBO BAG ALPHABET,10,6/21/2011 12:03,2.08,15039,United Kingdom
552468,22384,LUNCH BAG PINK POLKADOT,10,5/9/2011 15:33,1.65,13141,United Kingdom
553035,22614,PACK OF 12 SPACEBOY TISSUES,4,5/12/2011 20:13,0.29,17337,United Kingdom
572553,21014,SWISS CHALET TREE DECORATION ,14,10/24/2011 17:09,0.83,NA,United Kingdom
576840,23326,HANGING MINI COLOURED BOTTLES,1,11/16/2011 15:23,8.29,NA,United Kingdom
553141,21121,SET/10 RED POLKADOT PARTY CANDLES,1,5/13/2011 13:01,1.25,15907,United Kingdom
555537,22905,CALENDAR IN SEASON DESIGN,5,6/5/2011 12:37,2.95,15453,United Kingdom
555150,21918,SET 12 KIDS COLOUR  CHALK STICKS,1,5/31/2011 15:53,0.83,NA,United Kingdom
558814,23068,ALUMINIUM STAMPED HEART,3,7/4/2011 11:47,2.49,14049,United Kingdom
542422,22676,FRENCH BLUE METAL DOOR SIGN 1,1,1/27/2011 19:33,1.25,14702,United Kingdom
565840,DOT,DOTCOM POSTAGE,1,9/7/2011 12:02,203.73,NA,United Kingdom
573509,23370,SET 36 COLOURING PENCILS DOILY,16,10/31/2011 12:21,1.25,16169,United Kingdom
559881,23321,SMALL WHITE HEART OF WICKER,1,7/13/2011 11:33,1.65,16899,United Kingdom
546763,22750,FELTCRAFT PRINCESS LOLA DOLL,2,3/16/2011 14:24,3.75,NA,United Kingdom
537802,22061,LARGE CAKE STAND  HANGING STRAWBERY,2,12/8/2010 13:11,9.95,13455,United Kingdom
555853,21381,MINI WOODEN HAPPY BIRTHDAY GARLAND,1,6/7/2011 13:44,1.69,14375,United Kingdom
558810,22502,PICNIC BASKET WICKER SMALL,1,7/4/2011 11:11,10.79,NA,United Kingdom
563195,84947,ANTIQUE SILVER TEA GLASS ENGRAVED,14,8/12/2011 16:36,2.46,NA,United Kingdom
550344,22546,MINI JIGSAW PURDEY,480,4/18/2011 9:00,0.36,12754,Japan
543370,22860,EASTER TIN CHICKS PINK DAISY,6,2/7/2011 14:51,1.65,12359,Cyprus
549449,85099F,JUMBO BAG STRAWBERRY,10,4/8/2011 14:12,2.08,14227,United Kingdom
553768,22090,PAPER BUNTING RETROSPOT,2,5/19/2011 10:47,6.63,NA,United Kingdom
549577,22584,PACK OF 6 PANNETONE GIFT BOXES,6,4/11/2011 8:16,2.55,14286,United Kingdom
559548,44236,PINK/PURPLE CIRCLE CURTAIN,6,7/10/2011 15:17,0.79,17997,United Kingdom
572933,22573,STAR WOODEN CHRISTMAS DECORATION,12,10/27/2011 10:15,0.85,13458,United Kingdom
569573,71459,HANGING JAM JAR T-LIGHT HOLDERS,96,10/5/2011 10:11,0.72,17511,United Kingdom
540469,20752,BLUE POLKADOT WASHING UP GLOVES,2,1/7/2011 14:04,2.1,12484,Spain
541594,22386,JUMBO BAG PINK POLKADOT,10,1/19/2011 15:30,1.95,14916,United Kingdom
577411,22631,CIRCUS PARADE LUNCH BOX ,2,11/20/2011 11:00,1.95,17387,United Kingdom
552358,22195,LARGE HEART MEASURING SPOONS,12,5/9/2011 12:20,1.65,15673,United Kingdom
578347,23300,GARDENERS KNEELING PAD CUP OF TEA ,1,11/24/2011 9:26,3.29,NA,United Kingdom
557525,23007, SPACEBOY BABY GIFT SET,1,6/21/2011 9:26,16.95,12759,Netherlands
571797,23171,REGENCY TEA PLATE GREEN ,3,10/19/2011 11:41,3.29,NA,United Kingdom
563614,21197,MULTICOLOUR  CONFETTI IN TUBE,48,8/18/2011 8:51,1.45,12415,Australia
544352,22568,FELTCRAFT CUSHION OWL,4,2/18/2011 10:16,3.75,15290,United Kingdom
542237,22375,AIRLINE BAG VINTAGE JET SET BROWN,4,1/26/2011 14:30,4.25,12347,Iceland
567742,22627,MINT KITCHEN SCALES,2,9/22/2011 10:47,8.5,14261,United Kingdom
576928,90129B,TURQUOISE GLASS TASSLE BAG CHARM ,1,11/17/2011 11:04,2.95,14102,United Kingdom
579777,22093,MOTORING TISSUE BOX,1,11/30/2011 15:13,2.46,NA,United Kingdom
549238,84997D,CHILDRENS CUTLERY POLKADOT PINK,2,4/7/2011 11:30,4.15,14667,United Kingdom
539074,22624,IVORY KITCHEN SCALES,1,12/15/2010 17:15,8.5,NA,United Kingdom
569223,21219,SET/4 BADGES BALLOON GIRL,10,10/2/2011 13:49,1.25,16283,United Kingdom
577557,21162,TOXIC AREA  DOOR HANGER ,4,11/20/2011 15:36,0.39,15426,United Kingdom
575640,23535,WALL ART BICYCLE SAFETY,1,11/10/2011 14:01,5.95,13148,United Kingdom
566821,85099F,JUMBO BAG STRAWBERRY,20,9/15/2011 11:33,2.08,14227,United Kingdom
562789,23291,DOLLY GIRL CHILDRENS CUP,16,8/9/2011 13:50,1.25,14646,Netherlands
C570406,22890,NOVELTY BISCUITS CAKE STAND 3 TIER,-1,10/10/2011 12:52,9.95,17841,United Kingdom
544110,21181,PLEASE ONE PERSON METAL SIGN,4,2/16/2011 11:03,2.1,15059,United Kingdom
581217,20839,FRENCH PAISLEY CUSHION COVER ,1,12/8/2011 9:20,3.29,NA,United Kingdom
556727,21174,POTTERING IN THE SHED METAL SIGN,12,6/14/2011 11:33,2.08,17675,United Kingdom
554978,22662,LUNCH BAG DOLLY GIRL DESIGN,10,5/29/2011 11:05,1.65,16889,United Kingdom
